driverID,carPlateNumber,isOverspeed,Speed,Time
xiexiao1000001,华AEB132,,77,2017-01-03
xiexiao1000001,华AEB132,,85,2017-01-03
xiexiao1000001,华AEB132,1,120,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,,66,2017-01-03
xiexiao1000001,华AEB132,,96,2017-01-03
xiexiao1000001,华AEB132,,77,2017-01-03
xiexiao1000001,华AEB132,,91,2017-01-03
xiexiao1000001,华AEB132,,103,2017-01-03
xiexiao1000001,华AEB132,1,149,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,,71,2017-01-03
xiexiao1000001,华AEB132,1,136,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,,85,2017-01-03
xiexiao1000001,华AEB132,,80,2017-01-03
xiexiao1000001,华AEB132,,111,2017-01-03
xiexiao1000001,华AEB132,,89,2017-01-03
xiexiao1000001,华AEB132,,89,2017-01-03
xiexiao1000001,华AEB132,,106,2017-01-03
xiexiao1000001,华AEB132,,68,2017-01-03
xiexiao1000001,华AEB132,,101,2017-01-03
xiexiao1000001,华AEB132,,71,2017-01-03
xiexiao1000001,华AEB132,,81,2017-01-03
xiexiao1000001,华AEB132,,71,2017-01-03
xiexiao1000001,华AEB132,,65,2017-01-03
xiexiao1000001,华AEB132,,113,2017-01-03
xiexiao1000001,华AEB132,,97,2017-01-03
xiexiao1000001,华AEB132,,96,2017-01-03
xiexiao1000001,华AEB132,,93,2017-01-03
xiexiao1000001,华AEB132,,79,2017-01-03
xiexiao1000001,华AEB132,,90,2017-01-03
xiexiao1000001,华AEB132,,63,2017-01-03
xiexiao1000001,华AEB132,,103,2017-01-03
xiexiao1000001,华AEB132,,96,2017-01-03
xiexiao1000001,华AEB132,,118,2017-01-03
xiexiao1000001,华AEB132,,70,2017-01-03
xiexiao1000001,华AEB132,,68,2017-01-03
xiexiao1000001,华AEB132,,65,2017-01-03
xiexiao1000001,华AEB132,,102,2017-01-03
xiexiao1000001,华AEB132,,89,2017-01-03
xiexiao1000001,华AEB132,,71,2017-01-03
xiexiao1000001,华AEB132,,114,2017-01-03
xiexiao1000001,华AEB132,,85,2017-01-03
xiexiao1000001,华AEB132,,110,2017-01-03
xiexiao1000001,华AEB132,,88,2017-01-03
xiexiao1000001,华AEB132,,110,2017-01-03
xiexiao1000001,华AEB132,,112,2017-01-03
xiexiao1000001,华AEB132,,107,2017-01-03
xiexiao1000001,华AEB132,,96,2017-01-03
xiexiao1000001,华AEB132,,87,2017-01-03
xiexiao1000001,华AEB132,1,144,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,,73,2017-01-03
xiexiao1000001,华AEB132,,97,2017-01-03
xiexiao1000001,华AEB132,,81,2017-01-03
xiexiao1000001,华AEB132,,90,2017-01-03
xiexiao1000001,华AEB132,,97,2017-01-03
xiexiao1000001,华AEB132,1,125,2017-01-03
xiexiao1000001,华AEB132,,134,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,1,137,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,1,132,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,1,148,2017-01-03
xiexiao1000001,华AEB132,,120,2017-01-03
xiexiao1000001,华AEB132,,116,2017-01-03
xiexiao1000001,华AEB132,,111,2017-01-03
xiexiao1000001,华AEB132,,80,2017-01-03
xiexiao1000001,华AEB132,,79,2017-01-03
